,id_palabra,palabra,language,POS,ranking,lemmatized,pc1,pc2,pc3,rgb1,rgb2,rgb3,pc1is,pc2is,pc3is,nc5,nc4,nc3,nc2,trans
5,9,eu,Romanian,PRON,1,yes,-7.8755,10.6738,-0.6906,0.237,0.8778,0.6194,-2.2163,-11.2566,7.7016,3,2,2,2,I
7,11,el,Romanian,PRON,5,yes,-7.2145,8.5037,-0.0662,0.2652,0.7762,0.6494,-2.3494,-9.5633,5.3122,3,2,2,2,he
2,5,la,Romanian,ADP,6,yes,-9.6287,3.0576,0.8725,0.1623,0.5213,0.6944,-6.4873,-7.2894,1.453,4,3,3,2,to
20,28,să,Romanian,PART,7,yes,-5.0674,6.6376,-1.6207,0.3568,0.6888,0.5748,-1.7825,-6.4378,4.5953,3,2,2,2,to
6,10,nu,Romanian,ADV,8,yes,-5.2976,7.1241,-1.3803,0.347,0.7116,0.5863,-1.6735,-7.0108,4.9305,3,2,2,2,not
45,59,tu,Romanian,PRON,9,yes,-5.7691,8.9142,-0.2295,0.3269,0.7954,0.6415,-1.0707,-9.1785,5.8755,3,2,2,2,you
10,14,în,Romanian,ADP,11,yes,-10.489,0.4048,0.7526,0.1256,0.3971,0.6887,-8.4106,-5.8035,-0.255,4,3,3,2,in the
4,8,că,Romanian,SCONJ,12,yes,-6.0555,7.6098,-1.1511,0.3147,0.7343,0.5973,-2.0702,-7.8441,5.2034,3,2,2,2,that
50,65,sine,Romanian,PRON,13,yes,-4.2258,4.254,-2.8936,0.3927,0.5773,0.5137,-2.4836,-3.7519,3.8275,3,2,2,2,itself
34,46,cu,Romanian,ADP,14,yes,-9.8305,2.7646,1.8308,0.1537,0.5076,0.7404,-6.5727,-7.6594,0.561,4,3,3,2,with
12,18,pe,Romanian,ADP,15,yes,-8.2869,2.2796,1.2483,0.2195,0.4849,0.7125,-5.6131,-6.2699,0.4432,4,3,3,2,on
56,75,din,Romanian,ADP,18,yes,-9.3376,-0.6651,-0.8524,0.1747,0.347,0.6116,-8.3544,-3.7941,0.2058,4,3,3,2,from
124,182,ca,Romanian,ADP,19,yes,-3.0813,3.3865,0.3293,0.4415,0.5367,0.6684,-0.9431,-4.0241,1.0847,5,4,3,2,that
15,23,mai,Romanian,ADV,20,yes,-2.5468,3.7591,-1.1628,0.4643,0.5541,0.5967,-0.7364,-3.3109,2.2961,2,1,1,1,May
17,25,când,Romanian,ADV,21,yes,-0.6848,4.0227,-1.5157,0.5437,0.5664,0.5798,0.8306,-2.4172,2.8192,2,1,1,1,When
68,97,dar,Romanian,CCONJ,24,yes,-1.7801,4.0701,-1.9056,0.497,0.5687,0.5611,-0.0978,-2.7977,3.0631,2,1,1,1,but
170,270,da,Romanian,VERB,25,yes,-9.3369,12.5239,2.052,0.1747,0.9644,0.751,-1.9135,-14.9323,6.4998,3,2,2,2,Yes
