,id_palabra,palabra,language,POS,ranking,lemmatized,pc1,pc2,pc3,rgb1,rgb2,rgb3,pc1is,pc2is,pc3is,nc5,nc4,nc3,nc2,trans
17,28,in,German,ADP,3,yes,4.81,4.7628,-3.8307,0.6233,0.6059,0.3264,-4.0396,-5.9545,2.6093,3,3,3,2,in
11,18,und,German,CCONJ,5,yes,0.9874,10.891,-7.6038,0.4746,0.8477,0.1096,0.4081,-12.0183,7.0056,3,3,3,2,and
9,14,von,German,ADP,6,yes,3.6078,6.765,-4.5544,0.5765,0.6849,0.2848,-2.5673,-7.7176,3.5328,3,3,3,2,from
31,54,den,German,DET,7,yes,2.6849,5.3513,-4.9758,0.5406,0.6292,0.2606,-2.1248,-6.1475,3.9789,3,3,3,2,the
111,185,haben,German,AUX,8,yes,1.7072,14.7507,-9.1495,0.5026,1.0,0.0208,0.3287,-16.0185,8.78,3,3,3,2,to have
28,51,werden,German,AUX,9,yes,1.5796,8.2236,-5.3102,0.4977,0.7425,0.2414,-0.3729,-8.7408,4.7636,3,3,3,2,will
10,16,für,German,ADP,10,yes,2.3652,5.6113,-5.4075,0.5282,0.6394,0.2358,-1.8247,-6.4381,4.4868,3,3,3,2,for
46,81,nicht,German,PART,11,yes,1.6856,5.3899,-3.0211,0.5018,0.6307,0.3729,-0.7173,-5.7752,2.6032,3,3,3,2,Not
61,99,mit,German,ADP,12,yes,3.539,6.455,-4.6251,0.5739,0.6727,0.2807,-2.6399,-7.3584,3.5683,3,3,3,2,With
79,125,auf,German,ADP,14,yes,3.1641,3.8403,-3.2418,0.5593,0.5695,0.3602,-2.5744,-4.6663,2.1297,3,3,3,2,on
176,336,telekom,German,PROPN,16,yes,-1.8528,6.0837,-5.5122,0.3642,0.658,0.2298,2.3742,-6.0691,5.5109,3,3,3,2,telecom
40,73,eine,German,DET,17,yes,5.6594,1.8977,-2.9417,0.6563,0.4929,0.3774,-5.3493,-3.3107,1.5618,4,4,3,2,one
107,177,an,German,ADP,18,yes,1.2277,3.4231,-3.1458,0.484,0.5531,0.3657,-0.8607,-3.8466,2.4796,3,3,3,2,on
