,id_palabra,palabra,language,POS,ranking,lemmatized,pc1,pc2,pc3,rgb1,rgb2,rgb3,pc1is,pc2is,pc3is,nc5,nc4,nc3,nc2,trans
6,8,ja,Finnish,CCONJ,2,yes,-6.5394,15.6215,-5.2036,0.2583,0.8593,0.2665,-2.0655,-15.9099,9.0222,2,2,2,2,and
30,38,se,Finnish,PRON,3,yes,-7.0533,19.9761,-6.6227,0.2416,1.0,0.201,-1.4438,-20.2141,12.3304,2,2,2,2,it
123,208,tämä,Finnish,PRON,5,yes,-5.6558,12.3053,-2.4974,0.2869,0.7522,0.3915,-1.8594,-12.8193,5.0053,2,2,2,2,this
121,198,joka,Finnish,PRON,7,yes,-4.5929,9.4279,-3.3291,0.3213,0.6593,0.3531,-1.7987,-9.6989,5.4852,2,2,2,2,which
18,22,minä,Finnish,PRON,8,yes,-4.6882,12.296,-5.2251,0.3183,0.7519,0.2655,-1.2194,-12.214,7.8864,2,2,2,2,I
154,282,voida,Finnish,AUX,9,yes,-2.5756,5.1861,-5.0141,0.3867,0.5223,0.2753,-1.2346,-4.7131,5.5383,5,4,3,2,be
145,269,hän,Finnish,PRON,10,yes,-1.7049,5.725,-2.7874,0.4149,0.5397,0.3781,-0.0583,-5.3528,3.6407,5,4,3,2,he
90,140,mutta,Finnish,CCONJ,11,yes,-2.3879,4.2826,-2.1898,0.3928,0.4931,0.4057,-1.0596,-4.2522,2.5049,5,4,3,2,but
37,50,tehdä,Finnish,VERB,12,yes,-4.3259,11.9154,-3.3747,0.33,0.7396,0.351,-0.8145,-11.9954,5.8619,2,2,2,2,make
67,95,kaikki,Finnish,PRON,13,yes,-1.1867,5.2902,1.2855,0.4317,0.5257,0.5661,0.6437,-5.4353,-0.2538,5,4,3,2,all
107,172,saada,Finnish,VERB,14,yes,-4.2806,11.064,-3.3407,0.3315,0.7121,0.3525,-0.9903,-11.0932,5.4091,2,2,2,2,get
94,144,mikä,Finnish,PRON,15,yes,-0.5794,4.4856,-3.0893,0.4514,0.4997,0.3641,0.5952,-3.7662,3.6185,5,4,3,2,What
15,19,kun,Finnish,SCONJ,16,yes,-3.3683,3.2499,-2.6939,0.361,0.4598,0.3824,-2.3623,-3.5434,2.6631,5,4,3,2,when
75,113,tai,Finnish,CCONJ,17,yes,-2.6079,2.0505,0.7635,0.3857,0.421,0.542,-1.6938,-2.8385,-0.592,5,4,3,2,or
29,36,olla,Finnish,VERB,18,yes,-6.943,18.1103,-6.3415,0.2452,0.9397,0.214,-1.8614,-18.3254,11.2919,2,2,2,2,be
178,319,olla,Finnish,VERB,18,yes,-3.73,8.2005,-1.9009,0.3493,0.6197,0.419,-1.1979,-8.4853,3.7165,2,2,2,2,be
51,71,niin,Finnish,ADV,20,yes,-1.1925,3.5119,-1.5466,0.4315,0.4682,0.4354,-0.1095,-3.2931,1.8574,5,4,3,2,so
82,127,myös,Finnish,ADV,21,yes,-3.6685,2.4623,0.1011,0.3513,0.4343,0.5114,-2.6796,-3.4139,0.0783,5,4,3,2,also
140,251,hyvä,Finnish,ADJ,22,yes,-1.2595,5.8728,0.0873,0.4294,0.5445,0.5108,0.6416,-5.7769,1.019,5,4,3,2,good
92,142,tulla,Finnish,VERB,23,yes,-4.1547,10.9273,-2.6831,0.3355,0.7077,0.3829,-0.8698,-11.063,4.7319,2,2,2,2,become
304,642,haluta,Finnish,VERB,24,yes,-2.9277,8.3775,-3.8223,0.3753,0.6254,0.3303,-0.5612,-8.1361,5.7321,2,2,2,2,want
349,2851,eurooppa,Finnish,PROPN,25,yes,-3.5412,0.6889,1.3567,0.3554,0.377,0.5694,-2.945,-1.9865,-1.2972,5,4,3,2,Europe
131,230,mies,Finnish,NOUN,26,yes,-0.0107,4.7997,-0.9091,0.4698,0.5098,0.4648,1.4589,-4.1913,1.5528,5,4,3,2,man
173,310,jos,Finnish,SCONJ,27,yes,-1.0766,1.4226,-4.5668,0.4353,0.4007,0.2959,-0.8973,-0.8111,4.0796,5,4,3,2,if
52,4168,komissio,Finnish,NOUN,28,yes,-1.4682,2.4544,-1.0822,0.4226,0.4341,0.4568,-0.658,-2.4923,1.2246,5,4,3,2,commission
118,193,vain,Finnish,ADV,29,yes,-1.702,2.3769,0.0636,0.415,0.4316,0.5097,-0.7718,-2.7105,0.0643,5,4,3,2,only
142,259,jokin,Finnish,PRON,31,yes,1.1124,1.3148,-2.942,0.5062,0.3973,0.3709,1.2344,-0.3264,2.8044,5,4,3,2,one
136,243,muu,Finnish,PRON,32,yes,-2.4077,2.9555,-1.8451,0.3922,0.4502,0.4216,-1.4517,-3.1506,2.108,5,4,3,2,other
106,170,nyt,Finnish,ADV,33,yes,0.7248,2.8726,-3.9163,0.4937,0.4476,0.326,1.2651,-1.6756,3.9968,5,4,3,2,now
166,298,asia,Finnish,NOUN,34,yes,-0.0638,2.9792,-2.2749,0.4681,0.451,0.4017,0.705,-2.3472,2.5338,5,4,3,2,thing
386,990,jo,Finnish,ADV,35,yes,-1.4375,1.6041,-1.2708,0.4236,0.4066,0.4481,-0.8728,-1.6635,1.1756,5,4,3,2,already
129,223,uusi,Finnish,ADJ,36,yes,-7.9274,-0.4699,0.2351,0.2133,0.3396,0.5176,-7.4752,-2.0731,-0.6225,1,1,1,1,new
215,399,vuosi,Finnish,NOUN,38,yes,-1.9546,4.4036,2.699,0.4068,0.497,0.6314,-0.1952,-5.0827,-1.9178,5,4,3,2,year
139,248,kanssa,Finnish,ADP,39,yes,-1.1249,0.1775,1.0072,0.4337,0.3605,0.5533,-0.9294,-0.7437,-1.0045,5,4,3,2,with
80,123,mieli,Finnish,NOUN,40,yes,1.7566,3.0335,-0.5462,0.5271,0.4528,0.4815,2.5718,-2.1178,0.9531,5,4,3,2,mind
290,607,vielä,Finnish,ADV,41,yes,0.5334,2.0578,-2.8061,0.4875,0.4213,0.3772,0.9401,-1.1954,2.8133,5,4,3,2,yet
267,549,antaa,Finnish,VERB,42,yes,-2.2882,6.011,-1.9453,0.396,0.5489,0.417,-0.4776,-5.9457,3.0326,5,4,3,2,give
59,4176,parlamentti,Finnish,NOUN,43,yes,-2.7328,2.2879,-0.3228,0.3816,0.4287,0.4919,-1.8737,-2.8776,0.5674,5,4,3,2,parliament
406,1246,nainen,Finnish,NOUN,44,yes,-0.583,3.6765,-0.675,0.4513,0.4735,0.4756,0.572,-3.4171,1.0907,5,4,3,2,woman
141,253,nähdä,Finnish,VERB,46,yes,-1.8858,6.1422,-1.5011,0.4091,0.5532,0.4375,0.0063,-6.036,2.6789,5,4,3,2,see
76,115,ihan,Finnish,ADV,47,yes,-5.4084,0.4733,2.7165,0.2949,0.3701,0.6322,-4.62,-2.5784,-2.7782,1,1,1,1,quite
426,1434,koskea,Finnish,VERB,48,yes,-1.1122,1.9281,0.4585,0.4341,0.4171,0.5279,-0.4281,-2.1976,-0.1993,5,4,3,2,concern
182,326,oma,Finnish,ADJ,49,yes,-3.8397,0.2281,4.1501,0.3458,0.3622,0.6983,-3.2497,-2.194,-3.8811,1,1,1,1,own
203,370,kuitenkin,Finnish,ADV,50,yes,-1.095,1.2267,-3.1745,0.4347,0.3944,0.3602,-0.8682,-0.8513,2.815,5,4,3,2,however
53,73,ihminen,Finnish,NOUN,51,yes,-2.3751,4.6201,2.3471,0.3932,0.504,0.6151,-0.6216,-5.4236,-1.4539,5,4,3,2,man
98,148,hyvin,Finnish,ADV,52,yes,1.3989,0.9897,1.3821,0.5155,0.3868,0.5706,1.7969,-0.6936,-1.1523,5,4,3,2,very
148,273,sanoa,Finnish,VERB,53,yes,-1.3049,5.8057,-0.9253,0.4279,0.5423,0.464,0.5132,-5.6083,1.8708,5,4,3,2,say
384,956,tärkeä,Finnish,ADJ,54,yes,-0.2021,3.5361,-0.0384,0.4636,0.469,0.505,0.9124,-3.3089,0.5942,5,4,3,2,important
44,61,mikään,Finnish,PRON,55,yes,-6.0626,0.6763,-0.056,0.2737,0.3766,0.5042,-5.4705,-2.4726,-0.345,1,1,1,1,any
55,77,ottaa,Finnish,VERB,56,yes,-1.9299,6.1506,-0.0769,0.4076,0.5534,0.5032,0.0553,-6.2799,1.1989,5,4,3,2,take
8,4103,arvoisa,Finnish,ADJ,57,yes,-9.379,-4.7669,-1.7538,0.1663,0.2008,0.4258,-10.5576,1.6142,0.18,1,1,1,1,honorable
40,55,sekä,Finnish,CCONJ,58,yes,0.6358,0.1198,1.4238,0.4908,0.3587,0.5725,0.7054,-0.169,-1.2923,5,4,3,2,mixed
38,51,suuri,Finnish,ADJ,59,yes,-4.3384,0.4124,2.7628,0.3296,0.3681,0.6343,-3.6889,-2.2268,-2.7476,1,1,1,1,large
124,209,päivä,Finnish,NOUN,60,yes,-3.3323,4.3602,2.3892,0.3622,0.4956,0.6171,-1.5614,-5.4497,-1.5363,5,4,3,2,day
322,696,osa,Finnish,NOUN,62,yes,-1.8507,2.6409,-1.4067,0.4102,0.4401,0.4418,-0.9971,-2.7554,1.6399,5,4,3,2,part
214,396,jäsen,Finnish,NOUN,63,yes,-0.3578,1.7834,-0.2859,0.4586,0.4124,0.4936,0.2134,-1.6781,0.3106,5,4,3,2,member
353,811,koska,Finnish,SCONJ,64,yes,1.4865,0.0447,-2.9977,0.5184,0.3562,0.3684,1.1262,0.9646,2.616,5,4,3,2,because
328,718,sinä,Finnish,PRON,65,yes,-0.7168,2.0493,-2.0465,0.447,0.421,0.4123,-0.1483,-1.6893,1.973,5,4,3,2,you
7,4104,puhe#mies,Finnish,NOUN,66,yes,-3.8578,0.1092,-1.4381,0.3452,0.3583,0.4404,-3.6472,-1.0353,0.7865,5,4,3,2,speaker
85,132,alkaa,Finnish,VERB,67,yes,-0.0751,3.6658,-2.0219,0.4677,0.4732,0.4134,0.9589,-3.0211,2.3477,5,4,3,2,start
138,246,mennä,Finnish,VERB,68,yes,-0.542,4.271,-1.5849,0.4526,0.4927,0.4336,0.7072,-3.8305,2.1674,5,4,3,2,go
39,53,pitää,Finnish,VERB,69,yes,-1.0472,4.4773,-0.9455,0.4362,0.4994,0.4631,0.3594,-4.3104,1.64,5,4,3,2,keep
134,239,pitää,Finnish,VERB,69,yes,-1.5087,0.6571,-3.7349,0.4213,0.376,0.3343,-1.4875,-0.4078,3.0578,5,4,3,2,keep
227,421,siis,Finnish,ADV,70,yes,1.0699,1.0392,-1.3203,0.5049,0.3884,0.4458,1.2888,-0.3257,1.1858,5,4,3,2,therefore
254,522,jälkeen,Finnish,ADP,71,yes,0.738,-0.2579,2.4891,0.4941,0.3465,0.6217,0.7737,0.0458,-2.1799,5,4,3,2,after
27,32,vaikka,Finnish,SCONJ,72,yes,-2.2927,-0.4068,-3.2408,0.3959,0.3416,0.3571,-2.5041,0.2414,2.478,5,4,3,2,although
268,553,sillä,Finnish,SCONJ,73,yes,0.0704,1.223,-1.4919,0.4725,0.3943,0.4379,0.3521,-0.759,1.3152,5,4,3,2,for
28,33,tietää,Finnish,VERB,74,yes,-0.3706,4.0873,-2.4952,0.4582,0.4868,0.3916,0.7335,-3.4432,2.9171,5,4,3,2,know
46,64,sama,Finnish,PRON,76,yes,2.1306,0.5062,0.6904,0.5392,0.3711,0.5386,2.2489,0.0895,-0.533,4,4,3,2,same
167,4396,jäsen#valtio,Finnish,NOUN,77,yes,-1.812,2.5474,1.8627,0.4115,0.4371,0.5928,-0.7246,-3.2789,-1.391,5,4,3,2,member#state
390,1071,käyttää,Finnish,VERB,78,yes,0.0507,3.7289,-0.9545,0.4718,0.4752,0.4627,1.1835,-3.2204,1.4552,5,4,3,2,use
4,4101,mietintö,Finnish,NOUN,79,yes,-0.7188,2.6502,1.0238,0.4469,0.4404,0.554,0.2767,-2.7779,-0.727,5,4,3,2,report
344,784,tuo,Finnish,PRON,80,yes,-4.7263,-0.8805,1.7904,0.317,0.3263,0.5894,-4.5406,-0.9792,-2.2331,1,1,1,1,that
