,id_palabra,palabra,language,POS,ranking,lemmatized,pc1,pc2,pc3,rgb1,rgb2,rgb3,pc1is,pc2is,pc3is,nc5,nc4,nc3,nc2,trans
9,14,аз,Bulgarian,PRON,1,yes,5.5231,-19.2318,-3.6862,0.7238,0.0133,0.161,-0.9454,-18.6796,10.6924,3,3,3,2,I
30,41,на,Bulgarian,ADP,2,yes,7.2971,-16.5736,-2.0953,0.7942,0.1067,0.2686,-3.3187,-16.9031,8.4751,3,3,3,2,on
10,15,съм,Bulgarian,AUX,3,yes,5.6738,-18.1239,-4.7772,0.7298,0.0522,0.0872,-1.3092,-17.4157,11.2642,3,3,3,2,i am
61,84,и,Bulgarian,CCONJ,4,yes,6.863,-19.6097,-3.7501,0.777,0.0,0.1567,-2.1814,-19.2857,11.0972,3,3,3,2,and
19,27,да,Bulgarian,AUX,5,yes,3.8638,-7.9842,-4.3048,0.6579,0.4087,0.1191,-1.6798,-7.3811,6.2311,5,4,3,2,Yes
3,6,се,Bulgarian,PRON,6,yes,6.3791,-4.7889,-3.7275,0.7578,0.5211,0.1582,-4.8211,-5.0255,4.727,5,4,3,2,everything
0,1,в,Bulgarian,ADP,7,yes,5.6412,-8.2824,-0.938,0.7285,0.3983,0.3469,-3.4677,-8.8518,3.8412,5,4,3,2,in
12,17,за,Bulgarian,ADP,8,yes,4.449,-9.5191,-2.4951,0.6812,0.3548,0.2416,-2.0002,-9.4204,5.481,5,4,3,2,for
43,57,от,Bulgarian,ADP,9,yes,5.4463,-10.0331,-1.5574,0.7208,0.3367,0.305,-2.8779,-10.3135,5.0159,5,4,3,2,from
13,19,не,Bulgarian,PART,10,yes,3.4694,-6.8422,-3.4516,0.6423,0.4489,0.1769,-1.5861,-6.3987,4.9649,5,4,3,2,no
21,29,с,Bulgarian,ADP,11,yes,4.0268,-5.7159,0.0141,0.6644,0.4885,0.4114,-2.5066,-6.2463,1.6917,5,4,3,2,with
266,620,че,Bulgarian,SCONJ,12,yes,5.3011,-4.9294,-3.1905,0.715,0.5161,0.1945,-3.7698,-5.0149,4.1719,5,4,3,2,that
2,5,ще,Bulgarian,AUX,14,yes,5.2368,-4.6605,-3.237,0.7124,0.5256,0.1914,-3.7394,-4.7184,4.0203,5,4,3,2,will
86,143,който,Bulgarian,PRON,15,yes,1.1194,-6.9318,-1.2238,0.549,0.4457,0.3276,0.6933,-6.3952,2.7038,5,4,3,2,which
80,124,по,Bulgarian,ADP,16,yes,2.1318,-4.6752,-0.2941,0.5892,0.5251,0.3905,-0.8944,-4.7352,1.3729,5,4,3,2,by
39,53,ли,Bulgarian,PART,18,yes,3.7395,-4.4548,-1.4192,0.653,0.5328,0.3144,-2.4161,-4.6437,2.1303,5,4,3,2,do
18,26,мога,Bulgarian,VERB,19,yes,3.0474,-9.5783,-3.4013,0.6255,0.3527,0.1803,-0.5898,-8.9149,6.1285,5,4,3,2,i can
29,39,този,Bulgarian,PRON,21,yes,2.7719,-9.0541,-1.9525,0.6146,0.3711,0.2783,-0.4712,-8.6863,4.6034,5,4,3,2,this one
16,23,този,Bulgarian,PRON,21,yes,0.713,-4.2643,-0.3173,0.5328,0.5395,0.3889,0.4083,-4.0518,1.1409,5,4,3,2,this one
247,536,имам,Bulgarian,VERB,22,yes,3.7656,-8.9808,-2.115,0.654,0.3737,0.2673,-1.4234,-8.7931,4.651,5,4,3,2,i have
223,474,но,Bulgarian,CCONJ,23,yes,1.4282,-2.7705,-0.8337,0.5612,0.592,0.354,-0.6122,-2.6883,1.0167,5,4,3,2,but
260,591,бъда,Bulgarian,AUX,24,yes,1.6928,-1.1804,0.6975,0.5717,0.6479,0.4576,-1.3356,-1.6079,-0.7409,5,4,3,2,be
163,308,към,Bulgarian,ADP,27,yes,3.619,-1.1067,2.2473,0.6482,0.6505,0.5625,-3.2771,-2.4189,-1.783,4,4,3,2,to
423,1222,българия,Bulgarian,PROPN,28,yes,-1.3026,-3.2074,-1.0211,0.4528,0.5767,0.3413,2.1045,-2.4409,1.5635,5,4,3,2,Bulgaria
44,60,нямам,Bulgarian,VERB,29,yes,2.715,-6.0971,-1.5271,0.6123,0.4751,0.3071,-1.0626,-5.9422,3.0361,5,4,3,2,I don't have
48,64,какъв,Bulgarian,DET,30,yes,1.0399,-3.8978,-0.5678,0.5458,0.5524,0.372,0.0133,-3.7203,1.2418,5,4,3,2,what
272,648,или,Bulgarian,CCONJ,32,yes,3.5397,-0.905,1.0115,0.6451,0.6576,0.4788,-3.2514,-1.9142,-0.7763,4,4,3,2,or
204,416,когато,Bulgarian,ADV,33,yes,3.7631,-1.0002,-1.1845,0.6539,0.6543,0.3303,-3.3137,-1.5852,0.9352,4,4,3,2,when
219,467,друг,Bulgarian,ADJ,34,yes,1.0392,-3.5879,-1.1373,0.5458,0.5633,0.3334,-0.0781,-3.369,1.8237,5,4,3,2,another
349,873,народен,Bulgarian,ADJ,35,yes,8.9449,6.0923,-3.2456,0.8597,0.9036,0.1908,-10.1015,4.1477,2.374,1,1,1,1,folk
241,523,страна,Bulgarian,NOUN,36,yes,0.6197,-5.5601,-0.5461,0.5291,0.494,0.3734,0.7799,-5.26,1.942,5,4,3,2,country
54,70,а,Bulgarian,CCONJ,37,yes,-0.011,-1.0359,-3.1251,0.5041,0.653,0.1989,0.3962,-0.2699,2.6043,2,2,2,2,a
256,571,много,Bulgarian,ADV,38,yes,1.9118,-3.6508,1.0751,0.5804,0.5611,0.4831,-0.9509,-4.0355,-0.3916,5,4,3,2,a lot
56,76,до,Bulgarian,ADP,39,yes,3.1914,-0.0641,1.4443,0.6312,0.6872,0.5081,-3.1166,-1.2381,-1.2203,4,4,3,2,to
368,946,само,Bulgarian,ADV,40,yes,2.1298,-2.581,-1.3259,0.5891,0.5987,0.3207,-1.3411,-2.5743,1.5707,5,4,3,2,only
132,239,време,Bulgarian,NOUN,41,yes,0.4298,-5.1915,0.1647,0.5216,0.5069,0.4215,0.8514,-4.9904,1.0888,5,4,3,2,time
255,568,ако,Bulgarian,SCONJ,42,yes,3.0407,0.1039,-4.8441,0.6252,0.6931,0.0826,-2.7369,0.5304,3.992,4,4,3,2,if
59,79,искам,Bulgarian,VERB,43,yes,1.0092,-6.0176,-2.1151,0.5446,0.4779,0.2673,0.6053,-5.3242,3.1825,5,4,3,2,want
53,69,кажа,Bulgarian,VERB,44,yes,0.4424,-4.7149,-2.4638,0.5221,0.5237,0.2437,0.8622,-3.9161,3.108,5,4,3,2,I say
426,1235,български,Bulgarian,ADJ,45,yes,3.1785,-0.5735,1.3947,0.6307,0.6693,0.5048,-2.9947,-1.5847,-1.075,4,4,3,2,Bulgarian
