,id_palabra,palabra,language,POS,ranking,lemmatized,pc1,pc2,pc3,rgb1,rgb2,rgb3,pc1is,pc2is,pc3is,nc5,nc4,nc3,nc2
0,1,iga,Estonian,DET,116,no,3.2568,1.0482,0.8727,0.6261,0.6861,0.6738,-2.8924,0.7014,-2.0022,4,3,3,2
1,2049,vähemalt,Estonian,ADV,293,no,-0.598,-0.066,2.3688,0.4485,0.6431,0.741,1.4155,0.6243,-2.0471,4,3,3,2
2,4,tuli,Estonian,VERB,192,no,-5.5699,2.0178,-1.9266,0.2194,0.7234,0.548,3.905,-4.6653,1.8729,2,1,1,1
3,2053,maja,Estonian,NOUN,122,no,-1.9011,0.8605,1.6334,0.3884,0.6788,0.708,1.9723,-0.829,-1.3605,4,3,3,2
4,8,eesti,Estonian,ADJ,49,no,-4.5109,3.4437,-0.299,0.2682,0.7784,0.6211,3.2358,-4.7632,-0.1013,2,1,1,1
5,9,ekspressi,Estonian,PROPN,361,no,2.6198,-3.3694,-1.5587,0.5967,0.5158,0.5645,-2.0464,3.377,2.1467,5,4,3,2
6,10,teada,Estonian,VERB,170,no,-4.7544,-0.715,-0.7547,0.257,0.6181,0.6006,4.071,-1.5357,1.4359,1,1,1,1
7,11,on,Estonian,VERB,61,no,-8.5594,7.0749,-11.617,0.0816,0.9184,0.1124,2.1019,-13.5774,9.3792,2,1,1,1
8,2060,sinna,Estonian,ADV,231,no,1.2067,-4.9276,-2.1556,0.5316,0.4557,0.5377,-0.615,3.9701,3.4187,5,4,3,2
9,14,hansapanga,Estonian,PROPN,137,no,4.6791,5.2554,0.2973,0.6916,0.8483,0.6479,-5.0924,-2.4282,-3.3579,3,2,2,2
10,17,mis,Estonian,PRON,15,no,-5.2295,0.5786,-3.5042,0.2351,0.668,0.4771,3.2944,-3.8385,3.6424,2,1,1,1
11,19,kaks,Estonian,NUM,104,no,4.0821,1.3478,-1.6528,0.6641,0.6976,0.5603,-4.7409,-0.0815,0.1639,3,2,2,2
12,20,aastat,Estonian,NOUN,59,no,-0.4484,4.1161,-2.0362,0.4554,0.8043,0.543,-1.2974,-4.3829,-0.3084,4,3,3,2
13,21,tagasi,Estonian,ADV,93,no,3.174,0.0145,-1.1647,0.6223,0.6462,0.5822,-3.1131,0.8548,0.1916,4,3,3,2
14,22,suvel,Estonian,NOUN,404,no,0.6539,0.6698,-0.4226,0.5062,0.6715,0.6156,-1.2336,-0.5189,-0.3734,4,3,3,2
