,id_palabra,palabra,language,POS,ranking,lemmatized,pc1,pc2,pc3,rgb1,rgb2,rgb3,pc1is,pc2is,pc3is,nc5,nc4,nc3,nc2,trans
3,10,կը,Western_Armenian,AUX,1,no,-0.2621,0.1608,2.2581,0.5203,0.5761,0.5397,-0.755,-0.2515,1.4515,5,4,3,2,no trans
12,45,եւ,Western_Armenian,CCONJ,2,no,9.0925,-13.3801,12.9402,0.9601,0.0,1.0,2.2455,-17.6516,12.5359,4,3,3,2,no trans
5,15,է,Western_Armenian,AUX,3,no,8.4729,-10.4188,12.3972,0.931,0.126,0.9766,2.4048,-14.7702,12.0109,4,3,3,2,no trans
29,64,մը,Western_Armenian,DET,4,no,3.3436,-8.2752,5.9466,0.6898,0.2172,0.6986,-0.1693,-9.7768,4.7751,4,3,3,2,no trans
45,104,մէջ,Western_Armenian,ADP,5,no,-0.4463,-5.207,3.3107,0.5116,0.3477,0.585,-2.3225,-5.2475,1.8368,5,4,3,2,no trans
13,46,կ՚,Western_Armenian,AUX,6,no,2.207,1.3756,3.5182,0.6364,0.6278,0.594,1.6585,-0.2381,3.3686,5,4,3,2,no trans
89,214,ու,Western_Armenian,CCONJ,8,no,2.0279,-2.5415,4.3674,0.6279,0.4611,0.6306,0.247,-3.9513,3.4148,5,4,3,2,no trans
27,62,ալ,Western_Armenian,ADV,10,no,3.7627,-7.945,7.0177,0.7095,0.2312,0.7448,-0.006,-9.8834,5.8622,4,3,3,2,no trans
177,420,էր,Western_Armenian,AUX,11,no,3.8187,-3.6017,5.8614,0.7121,0.416,0.695,1.2651,-5.7566,5.1098,4,3,3,2,no trans
49,110,համար,Western_Armenian,ADP,14,no,-1.2686,-3.9735,1.5478,0.4729,0.4002,0.5091,-2.3278,-3.4719,-0.0428,5,4,3,2,no trans
43,97,պիտի,Western_Armenian,AUX,15,no,2.9918,1.351,3.3236,0.6733,0.6268,0.5856,2.4417,-0.4232,3.3241,5,4,3,2,no trans
84,207,վրայ,Western_Armenian,ADP,17,no,-3.5397,-2.7732,0.2774,0.3662,0.4513,0.4543,-3.8965,-1.4033,-1.0856,2,1,1,1,no trans
7,23,են,Western_Armenian,AUX,18,no,1.6353,-3.5609,1.1326,0.6095,0.4178,0.4912,0.5158,-3.8745,0.1432,4,3,3,2,no trans
184,439,նաեւ,Western_Armenian,CCONJ,19,no,1.7719,-4.1316,1.71,0.6159,0.3935,0.5161,0.2769,-4.6064,0.6495,4,3,3,2,no trans
85,209,բայց,Western_Armenian,CCONJ,20,no,6.1171,-3.3411,6.1212,0.8202,0.4271,0.7062,3.4388,-6.3114,6.174,4,3,3,2,no trans
6,20,կամ,Western_Armenian,CCONJ,21,no,0.7678,-0.1055,-0.8862,0.5687,0.5648,0.4042,0.8156,-0.1442,-0.8484,5,4,3,2,no trans
18,51,մեր,Western_Armenian,DET,23,no,-2.2039,-2.1204,2.7606,0.429,0.4791,0.5613,-3.0858,-1.8233,1.5291,5,4,3,2,no trans
157,361,հետ,Western_Armenian,ADP,24,no,-0.4635,-4.2112,2.5404,0.5108,0.3901,0.5518,-1.8877,-4.1964,1.1646,5,4,3,2,no trans
142,328,չէ,Western_Armenian,AUX,25,no,1.8223,-1.7004,3.1451,0.6183,0.4969,0.5779,0.6988,-2.8171,2.3799,5,4,3,2,no trans
387,1270,նոր,Western_Armenian,ADJ,26,no,-1.2623,-2.8189,0.4447,0.4732,0.4493,0.4615,-1.945,-2.2346,-0.7573,2,1,1,1,no trans
65,155,ի,Western_Armenian,ADP,29,no,-6.5265,-0.5887,0.6999,0.2257,0.5442,0.4725,-6.1922,1.4225,-0.4409,2,1,1,1,no trans
62,135,ի,Western_Armenian,ADP,29,no,0.6146,0.0494,1.7249,0.5615,0.5714,0.5167,0.1191,-0.5457,1.196,5,4,3,2,no trans
293,825,էին,Western_Armenian,AUX,30,no,0.651,-0.1591,2.6624,0.5632,0.5625,0.5571,0.0463,-0.8914,2.1904,5,4,3,2,no trans
105,249,եմ,Western_Armenian,AUX,31,no,0.8167,1.8517,2.9407,0.571,0.6481,0.5691,0.5176,0.7696,2.9921,5,4,3,2,no trans
179,422,միայն,Western_Armenian,ADV,32,no,2.1641,-3.8577,0.5683,0.6343,0.4051,0.4669,1.0105,-4.2504,-0.2613,4,3,3,2,no trans
75,175,աւելի,Western_Armenian,ADV,34,no,4.6743,-3.1827,-0.8807,0.7524,0.4339,0.4044,3.7006,-4.153,-0.6882,4,3,3,2,no trans
134,311,մասին,Western_Armenian,ADP,36,no,-1.0399,-1.9582,1.6972,0.4837,0.486,0.5155,-1.866,-1.7903,0.5956,5,4,3,2,no trans
273,739,մեծ,Western_Armenian,ADJ,38,no,4.5043,-1.401,1.0894,0.7444,0.5097,0.4893,3.5743,-2.9521,1.3499,3,2,2,2,no trans
41,92,եթէ,Western_Armenian,SCONJ,40,no,2.604,0.8736,1.2734,0.655,0.6064,0.4972,2.3226,-0.2707,1.1913,5,4,3,2,no trans
367,1203,որոնք,Western_Armenian,PRON,41,no,-1.2509,2.4497,2.9858,0.4738,0.6735,0.571,-1.1011,1.9796,2.8707,5,4,3,2,no trans
15,48,ան,Western_Armenian,PRON,43,no,2.381,0.339,2.0867,0.6445,0.5837,0.5323,1.8044,-0.9435,1.9054,5,4,3,2,no trans
473,4084,հայաստանի,Western_Armenian,PROPN,45,no,3.0414,-2.8971,-0.4761,0.6756,0.446,0.4219,2.2831,-3.5034,-0.3979,3,2,2,2,no trans
254,2728,եկեղեցւոյ,Western_Armenian,NOUN,46,no,-1.5444,-4.0721,0.3497,0.46,0.396,0.4574,-2.3793,-3.3972,-0.8479,5,4,3,2,no trans
206,4625,թուրքիոյ,Western_Armenian,PROPN,47,no,3.446,-2.3925,-0.5906,0.6946,0.4675,0.4169,2.7562,-3.3181,-0.5271,5,4,3,2,no trans
51,116,որ,Western_Armenian,PART,48,no,5.8969,-2.0879,6.395,0.8098,0.4804,0.7179,3.5486,-5.24,6.5788,4,3,3,2,no trans
94,234,որ,Western_Armenian,PART,48,no,-2.6688,-4.664,-1.815,0.4071,0.3708,0.3642,-3.2908,-2.9501,-3.4779,2,1,1,1,no trans
9,32,որ,Western_Armenian,PART,48,no,1.186,-0.4038,2.7307,0.5883,0.5521,0.56,0.3812,-1.3736,2.1369,5,4,3,2,no trans
92,224,ամէն,Western_Armenian,DET,49,no,1.7054,0.2904,1.5318,0.6128,0.5816,0.5084,1.3145,-0.5701,1.306,5,4,3,2,no trans
14,47,ըսէ,Western_Armenian,VERB,52,no,5.9669,-4.088,4.3666,0.8131,0.3953,0.6305,3.448,-6.6131,4.095,4,3,3,2,no trans
137,318,բոլոր,Western_Armenian,DET,53,no,-5.0416,-2.5228,-1.0552,0.2955,0.4619,0.3969,-4.7398,-0.4634,-2.4325,2,1,1,1,no trans
454,1916,ընթացքին,Western_Armenian,ADP,54,no,-7.0214,-1.5524,-0.674,0.2025,0.5032,0.4133,-6.6349,0.8519,-2.0068,2,1,1,1,no trans
188,449,ուր,Western_Armenian,ADV,55,no,3.9263,0.031,-2.134,0.7172,0.5706,0.3504,4.0996,-0.7066,-1.5987,3,2,2,2,no trans
249,671,ին,Western_Armenian,NOUN,58,no,-2.5705,-2.9639,-4.8738,0.4117,0.4432,0.2323,-1.8384,-0.5753,-5.6167,2,1,1,1,no trans
426,1620,արդէն,Western_Armenian,ADV,59,no,2.8058,-0.606,1.9245,0.6645,0.5435,0.5253,2.0403,-1.8487,1.7123,5,4,3,2,no trans
390,1276,դէպի,Western_Armenian,ADP,60,no,-3.6273,-2.2851,-0.2294,0.362,0.472,0.4325,-3.825,-0.7113,-1.5178,2,1,1,1,no trans
106,252,առաջին,Western_Armenian,ADJ,61,no,-2.4726,0.1498,0.0844,0.4163,0.5756,0.446,-2.1222,1.0178,-0.543,2,1,1,1,no trans
104,248,մըն,Western_Armenian,DET,62,no,4.1315,2.5882,0.9465,0.7268,0.6794,0.4832,4.2824,0.9115,2.0697,3,2,2,2,no trans
102,245,չեմ,Western_Armenian,AUX,63,no,-0.1076,1.4245,1.2234,0.5275,0.6299,0.4951,-0.0001,1.1459,0.9132,5,4,3,2,no trans
128,4397,տ,Western_Armenian,NOUN,64,no,-3.3394,-2.8489,-0.299,0.3756,0.4481,0.4295,-3.5808,-1.5615,-1.3865,5,4,3,2,no trans
130,4399,պատրիարք,Western_Armenian,NOUN,65,no,2.8463,-3.6691,-0.4016,0.6664,0.4132,0.4251,1.8965,-4.3572,-0.8519,5,4,3,2,no trans
351,1129,տարի,Western_Armenian,NOUN,66,no,6.0936,-5.5514,2.3921,0.8191,0.3331,0.5455,3.6795,-7.4596,2.2233,4,3,3,2,no trans
