,id_palabra,palabra,language,POS,ranking,lemmatized,pc1,pc2,pc3,rgb1,rgb2,rgb3,pc1is,pc2is,pc3is,nc5,nc4,nc3,nc2,trans
0,5,la,Romanian,ADP,2,no,-2.841,-8.743,3.1418,0.3896,0.2739,0.7354,-2.8505,-8.9095,3.9895,5,4,3,2,to
32,52,cu,Romanian,ADP,5,no,-2.7341,-7.8919,2.0828,0.3942,0.3025,0.6797,-2.6322,-8.0346,2.6018,5,4,3,2,with
5,10,nu,Romanian,ADV,6,no,1.4779,-7.9996,6.8658,0.5752,0.2989,0.9315,1.3444,-8.1541,7.5802,5,4,3,2,not
3,8,că,Romanian,SCONJ,8,no,0.3929,-9.0667,8.1675,0.5286,0.263,1.0,0.1966,-9.3136,9.0291,5,4,3,2,that
11,19,pe,Romanian,ADP,9,no,-2.7759,-7.5011,2.2489,0.3924,0.3156,0.6884,-2.7444,-7.6296,2.78,5,4,3,2,on
223,457,şi,Romanian,CCONJ,10,no,-0.0223,-4.8846,4.4154,0.5107,0.4036,0.8025,-0.0115,-4.974,4.2755,5,4,3,2,and
79,133,în,Romanian,ADP,12,no,-5.5668,-3.9957,1.5242,0.2724,0.4335,0.6503,-5.3836,-4.226,1.1996,5,4,3,2,in the
55,88,din,Romanian,ADP,13,no,-5.8164,-4.6844,1.2271,0.2617,0.4103,0.6346,-5.6118,-4.8902,1.005,5,4,3,2,from
34,56,-mi,Romanian,PRON,15,no,0.2539,-2.3532,4.9467,0.5226,0.4887,0.8304,0.2278,-2.4569,4.5134,4,4,3,2,me
111,213,mă,Romanian,PRON,16,no,-0.5385,0.4599,3.6792,0.4886,0.5832,0.7637,-0.6412,0.2842,3.2746,4,4,3,2,me
49,76,se,Romanian,PRON,17,no,0.195,0.4323,3.9016,0.5201,0.5823,0.7754,0.1467,0.2868,3.2631,4,4,3,2,it
125,238,ca,Romanian,ADP,18,no,-3.9319,-3.2008,1.4644,0.3427,0.4602,0.6471,-3.8447,-3.362,1.2897,5,4,3,2,that
9,14,-n,Romanian,ADP,19,no,-5.4647,-3.6009,1.1454,0.2768,0.4467,0.6303,-5.2863,-3.7889,0.7262,5,4,3,2,- n
14,24,mai,Romanian,ADV,20,no,-0.2759,-6.0378,4.1382,0.4998,0.3648,0.7879,-0.184,-6.1388,4.1834,5,4,3,2,May
4,9,eu,Romanian,PRON,21,no,-0.7719,-5.0344,4.4839,0.4785,0.3985,0.8061,-0.817,-5.19,4.5869,5,4,3,2,I
122,234,m-,Romanian,PRON,22,no,0.8724,1.1104,2.6684,0.5492,0.6051,0.7105,0.7406,0.9583,2.2849,2,2,1,1,M
40,66,n-,Romanian,ADV,25,no,0.2141,-0.4196,5.0903,0.5209,0.5537,0.838,0.1741,-0.588,4.5393,4,4,3,2,N
202,412,mi-,Romanian,PRON,26,no,0.3897,-1.6112,4.2659,0.5284,0.5136,0.7946,0.3655,-1.7458,3.7024,4,4,3,2,me
16,26,când,Romanian,ADV,27,no,4.246,-1.8608,3.323,0.6942,0.5052,0.745,4.191,-1.7904,3.2339,4,4,3,2,When
107,204,au,Romanian,AUX,28,no,-0.4056,-0.326,1.2283,0.4943,0.5568,0.6347,-0.2541,-0.4829,0.5842,2,2,1,1,have
62,99,te,Romanian,PRON,29,no,0.0287,0.8217,2.2756,0.5129,0.5954,0.6898,0.0097,0.7476,1.8286,2,2,1,1,yourself
76,122,dar,Romanian,CCONJ,32,no,0.4982,-2.6209,4.8275,0.5331,0.4797,0.8242,0.4834,-2.7049,4.4636,4,4,3,2,but
30,48,un,Romanian,DET,34,no,-6.3312,-1.3334,-0.5403,0.2396,0.5229,0.5416,-6.0827,-1.4999,-1.0949,1,1,1,1,a
35,57,-l,Romanian,PRON,35,no,-1.3215,-0.2491,2.9139,0.4549,0.5594,0.7234,-1.2988,-0.3983,2.2261,2,2,1,1,it
74,118,mi,Romanian,PRON,36,no,1.799,0.5775,3.4488,0.589,0.5872,0.7516,1.7635,0.5627,2.9015,4,4,3,2,ml
51,84,mine,Romanian,PRON,39,no,2.1936,-5.7591,1.3257,0.606,0.3742,0.6398,2.3281,-5.7221,1.6423,5,4,3,2,me
47,73,de,Romanian,SCONJ,40,no,-1.6928,-16.8895,7.4624,0.4389,0.0,0.9629,-1.8365,-17.7002,9.4219,5,4,3,2,of
71,112,de,Romanian,SCONJ,40,no,0.1491,-0.9951,3.2951,0.5181,0.5343,0.7435,0.146,-1.0887,2.7751,4,4,3,2,of
63,101,te-,Romanian,PRON,42,no,0.3257,2.498,3.7185,0.5257,0.6518,0.7658,0.0963,2.2685,3.357,2,2,1,1,'d
265,620,verde,Romanian,ADJ,43,no,-2.2993,-1.4818,-2.8464,0.4129,0.518,0.4202,-2.2746,-1.4634,-2.6013,4,4,3,2,green
261,605,mea,Romanian,DET,44,no,-6.8125,-2.3638,-2.7703,0.2189,0.4883,0.4242,-6.5835,-2.5969,-3.0355,1,1,1,1,my
45,71,cine,Romanian,PRON,45,no,4.1123,-0.7637,2.0405,0.6884,0.5421,0.6775,4.0984,-0.6861,1.8517,4,4,3,2,who
185,382,cum,Romanian,ADV,46,no,-0.2535,-2.5539,3.7043,0.5008,0.4819,0.765,-0.166,-2.597,3.1566,4,4,3,2,How
198,410,tu,Romanian,PRON,48,no,1.972,-0.3849,3.4129,0.5965,0.5548,0.7497,1.9304,-0.3794,3.1323,4,4,3,2,you
60,98,unde,Romanian,ADV,49,no,3.609,-2.7644,3.0088,0.6668,0.4748,0.7284,3.594,-2.6537,3.0252,4,4,3,2,where
156,305,ea,Romanian,PRON,51,no,2.2889,-0.2206,2.3362,0.6101,0.5604,0.693,2.1896,-0.2064,2.2982,4,4,3,2,she
84,144,numai,Romanian,ADV,53,no,-3.3979,-0.4056,0.2463,0.3657,0.5541,0.583,-3.2604,-0.495,-0.1841,2,2,1,1,no more
27,44,să,Romanian,PRON,54,no,-2.7208,-2.9092,3.4556,0.3948,0.47,0.752,-2.6921,-3.0751,3.0542,5,4,3,2,to
380,5088,să,Romanian,PRON,54,no,1.3503,2.9661,1.3582,0.5697,0.6675,0.6415,1.2579,3.0476,1.1364,2,2,1,1,to
68,108,o,Romanian,AUX,55,no,-7.6773,-1.6089,-0.5027,0.1817,0.5137,0.5436,-7.4776,-1.8699,-0.9965,1,1,1,1,a
127,246,o,Romanian,AUX,55,no,-0.7764,-0.4084,4.4784,0.4783,0.554,0.8058,-0.8068,-0.5253,3.7407,4,4,3,2,a
118,226,o,Romanian,AUX,55,no,0.5105,1.4123,3.7876,0.5336,0.6153,0.7694,0.3492,1.226,3.3697,2,2,1,1,a
215,434,el,Romanian,PRON,56,no,2.3116,-2.1717,2.5092,0.6111,0.4948,0.7021,2.3722,-2.1541,2.3021,4,4,3,2,he
82,137,trei,Romanian,NUM,57,no,2.967,-0.9523,-0.8326,0.6392,0.5358,0.5262,2.9121,-0.8143,-0.2931,4,4,3,2,three
42,68,bine,Romanian,ADV,58,no,3.2929,-4.0842,2.8944,0.6532,0.4305,0.7224,3.2225,-3.9871,3.2046,5,4,3,2,good
476,1798,ne-,Romanian,PRON,59,no,2.3897,4.3478,4.4914,0.6144,0.7139,0.8065,2.1197,4.1176,4.1003,2,2,1,1,us-
172,337,gură,Romanian,NOUN,60,no,-0.8485,-0.8011,0.4266,0.4752,0.5408,0.5925,-0.703,-0.8527,-0.0532,2,2,1,1,the mouth
73,116,așa,Romanian,ADV,62,no,1.8182,-3.129,1.6636,0.5898,0.4626,0.6576,1.8268,-3.0406,1.5512,4,4,3,2,so
41,67,făcut,Romanian,VERB,63,no,-1.4728,-10.4353,4.2439,0.4484,0.217,0.7934,-1.3632,-10.9749,4.137,5,4,3,2,made
176,347,le,Romanian,PRON,64,no,-1.3311,1.0112,2.7967,0.4545,0.6018,0.7173,-1.3739,0.9163,2.22,2,2,1,1,they
153,298,ne,Romanian,PRON,65,no,1.1572,4.299,3.9585,0.5614,0.7123,0.7784,0.934,4.1271,3.6655,2,2,1,1,us
24,40,prin,Romanian,ADP,66,no,-6.7199,1.3562,1.3546,0.2229,0.6134,0.6413,-6.6564,0.9946,0.7479,1,1,1,1,through
65,103,-ți,Romanian,PRON,67,no,-3.5506,1.5425,1.594,0.3591,0.6196,0.654,-3.5847,1.3422,1.1251,2,2,1,1,-I
19,34,meu,Romanian,DET,69,no,-7.0446,-2.0442,-4.8406,0.2089,0.4991,0.3152,-6.5946,-2.1262,-5.1608,1,1,1,1,my
182,371,mamă,Romanian,NOUN,70,no,3.29,-3.7127,0.7014,0.6531,0.443,0.607,3.3801,-3.5143,0.7177,4,4,3,2,mother
247,553,i-,Romanian,PRON,72,no,1.7527,4.7635,4.0802,0.587,0.7279,0.7848,1.466,4.4949,3.8146,2,2,1,1,i-
268,623,fără,Romanian,ADP,73,no,-0.3292,-1.3505,-1.5859,0.4976,0.5224,0.4866,-0.2233,-1.2477,-1.531,4,4,3,2,free
115,223,duc,Romanian,VERB,74,no,1.1914,-5.1704,3.4305,0.5629,0.394,0.7506,1.246,-5.1299,3.3987,5,4,3,2,lead
238,511,lua,Romanian,VERB,76,no,0.5587,-8.6376,3.6241,0.5357,0.2774,0.7608,0.6412,-8.6015,3.8393,5,4,3,2,take
214,433,dat,Romanian,VERB,77,no,0.0605,-8.0976,2.152,0.5143,0.2956,0.6833,0.2144,-8.0191,2.2212,5,4,3,2,given
341,865,nici,Romanian,ADV,78,no,-4.9614,0.3989,1.5754,0.2985,0.5812,0.653,-4.9009,0.2122,0.8852,2,2,1,1,neither
142,276,nici,Romanian,ADV,78,no,-2.4905,-1.6515,1.0603,0.4047,0.5123,0.6259,-2.3206,-1.7019,0.5262,2,2,1,1,neither
6,11,l-,Romanian,PRON,79,no,0.6306,4.793,5.1494,0.5388,0.7289,0.8411,0.322,4.418,4.7475,2,2,1,1,it-
70,111,venit,Romanian,VERB,80,no,0.8516,-7.5631,2.1357,0.5483,0.3135,0.6825,0.9889,-7.4947,2.3001,5,4,3,2,income
309,2801,făcea,Romanian,VERB,81,no,-1.154,-5.1837,1.3923,0.4621,0.3935,0.6433,-0.9814,-5.1278,0.7903,5,4,3,2,was
284,678,apă,Romanian,NOUN,82,no,2.3364,-1.7981,1.3303,0.6121,0.5073,0.6401,2.3624,-1.7232,1.3055,4,4,3,2,the water
208,424,mama,Romanian,NOUN,83,no,2.2308,-4.538,1.6511,0.6076,0.4152,0.657,2.3918,-4.4936,1.7469,5,4,3,2,mother
424,1212,zicea,Romanian,VERB,84,no,1.7171,-5.7362,2.8904,0.5855,0.3749,0.7222,1.8117,-5.5972,2.8776,5,4,3,2,said
180,366,le-,Romanian,PRON,85,no,0.3619,4.4129,5.2079,0.5273,0.7161,0.8442,0.1458,4.1442,4.6309,2,2,1,1,'ve
17,30,s-,Romanian,PART,86,no,-2.9507,3.7539,1.831,0.3849,0.694,0.6664,-3.0797,3.591,1.6568,2,2,1,1,s
106,203,s-,Romanian,PART,86,no,1.3899,3.2034,3.4522,0.5714,0.6755,0.7518,1.1714,3.0006,3.0038,2,2,1,1,s
216,435,două,Romanian,NUM,87,no,1.9033,-1.4668,-0.9618,0.5935,0.5185,0.5194,1.9635,-1.3499,-0.8262,4,4,3,2,two
20,35,dor,Romanian,NOUN,89,no,1.2806,-4.6986,1.5943,0.5667,0.4098,0.654,1.4564,-4.6174,1.5641,5,4,3,2,longing
