,id_palabra,palabra,language,POS,ranking,lemmatized,pc1,pc2,pc3,rgb1,rgb2,rgb3,pc1is,pc2is,pc3is,nc5,nc4,nc3,nc2
0,2,der,German,PRON,79,no,-8.0979,8.7331,10.5684,0.0174,1.0,1.0,-0.0312,-14.1594,8.1659,4,3,2,2
1,3,neuen,German,ADJ,75,no,1.3437,-1.2338,0.5522,0.4769,0.5563,0.5348,-0.6934,1.5293,0.846,1,1,1,1
2,4,firma,German,NOUN,171,no,-4.7378,-2.4727,-0.2713,0.1809,0.5012,0.4965,5.1217,-0.8477,0.3093,5,4,3,2
3,5,steht,German,VERB,221,no,-4.0738,1.9043,1.1828,0.2132,0.696,0.564,2.1615,-4.2262,0.0452,4,3,2,2
4,6,unter,German,ADP,52,no,0.6649,0.5943,-1.112,0.4438,0.6377,0.4575,-0.7106,0.4305,-0.9915,5,4,3,2
5,7,anderem,German,PRON,146,no,3.4592,4.9325,-1.5925,0.5798,0.8308,0.4351,-5.4073,-1.4028,-2.5047,2,2,1,1
6,4108,ibm,German,PROPN,296,no,-0.9069,-3.4021,-2.3233,0.3673,0.4598,0.4012,2.7614,2.6046,-1.1335,5,4,3,2
7,13,anbieter,German,NOUN,138,no,-5.8152,2.8031,-0.1409,0.1285,0.736,0.5026,3.0557,-5.4666,-0.7603,4,3,2,2
8,14,von,German,ADP,6,no,-6.375,7.3075,6.9114,0.1012,0.9365,0.8301,0.0542,-11.1235,4.7665,4,3,2,2
9,16,für,German,ADP,8,no,-4.6791,3.7817,6.1164,0.1838,0.7796,0.7932,0.6609,-7.0789,5.0162,4,3,2,2
10,18,und,German,CCONJ,5,no,-7.364,5.6847,8.6716,0.0531,0.8643,0.9119,1.5621,-10.8166,6.7468,4,3,2,2
11,19,telekommunikation,German,NOUN,130,no,-3.4465,-5.5297,-1.1943,0.2438,0.3651,0.4536,6.0647,2.7112,0.5697,5,4,3,2
