,id_palabra,palabra,language,POS,ranking,lemmatized,pc1,pc2,pc3,rgb1,rgb2,rgb3,pc1is,pc2is,pc3is,nc5,nc4,nc3,nc2,trans
6,11,je,Serbian,AUX,1,no,-4.9343,11.0,-7.4385,0.2751,0.6727,0.3311,2.7793,-11.0436,8.4997,4,3,3,2,is
1,6,u,Serbian,ADP,2,no,-0.8951,11.846,-5.4025,0.4618,0.693,0.4179,-1.1026,-11.515,6.1472,4,3,3,2,in
20,41,i,Serbian,CCONJ,3,no,-6.1511,24.6302,-15.198,0.2189,1.0,0.0,1.4234,-24.1998,17.7708,4,3,3,2,and
7,10,da,Serbian,SCONJ,4,no,-2.4593,9.8186,-3.6913,0.3895,0.6443,0.491,0.8867,-9.7575,4.3829,4,3,3,2,Yes
67,166,se,Serbian,PRON,5,no,0.9517,0.9686,-1.8324,0.5472,0.4318,0.5703,-1.1196,-0.7,1.4647,5,4,3,2,se
10,16,na,Serbian,ADP,6,no,-0.15,8.9715,-4.4576,0.4963,0.624,0.4583,-1.3107,-8.5517,4.7388,4,3,3,2,on the
47,107,za,Serbian,ADP,7,no,-0.4191,9.5311,-5.5317,0.4838,0.6374,0.4124,-1.2329,-9.1568,5.9229,4,3,3,2,For
39,91,su,Serbian,AUX,8,no,1.3427,3.7839,-1.1886,0.5653,0.4994,0.5977,-1.7935,-3.4085,1.0035,5,4,3,2,are
97,245,sa,Serbian,ADP,9,no,0.7275,3.8446,1.6022,0.5368,0.5009,0.7168,-0.9221,-3.5978,-1.7812,5,4,3,2,with
87,212,od,Serbian,ADP,10,no,-0.0292,7.7087,-3.7446,0.5019,0.5936,0.4887,-1.1482,-7.4042,3.9868,4,3,3,2,from the
110,284,će,Serbian,AUX,11,no,4.3363,-2.9876,-2.1812,0.7037,0.3368,0.5554,-4.2512,3.5498,1.5314,3,2,2,2,will
22,46,koji,Serbian,DET,12,no,-2.1004,1.2044,-4.0448,0.4061,0.4375,0.4759,1.6067,-1.258,3.9577,1,1,1,1,which one
16,23,o,Serbian,ADP,13,no,4.691,1.7755,-0.0099,0.72,0.4512,0.648,-4.6886,-1.1693,-0.5072,5,4,3,2,about
26,52,bi,Serbian,AUX,14,no,-0.3139,-3.4785,-2.5223,0.4887,0.325,0.5408,0.5952,3.6234,2.2123,2,1,1,1,would be
91,223,rekao,Serbian,VERB,15,no,-4.0585,11.6003,-6.3225,0.3156,0.6871,0.3787,1.9219,-11.6171,7.441,4,3,3,2,said
257,726,eu,Serbian,PROPN,16,no,-4.2198,7.1262,-3.8975,0.3081,0.5797,0.4822,2.847,-7.3333,4.5596,4,3,3,2,e u
180,455,godine,Serbian,NOUN,17,no,-0.593,7.3223,-1.5229,0.4758,0.5844,0.5835,-0.3122,-7.1887,1.9255,4,3,3,2,years
120,319,iz,Serbian,ADP,18,no,0.6619,3.3558,-2.5297,0.5338,0.4891,0.5405,-1.2577,-3.1766,2.406,5,4,3,2,from
70,173,kao,Serbian,SCONJ,19,no,-4.2947,4.2605,-2.0873,0.3047,0.5108,0.5594,3.5472,-4.5958,2.5303,1,1,1,1,like
68,167,to,Serbian,DET,20,no,-4.8436,2.3882,-3.3442,0.2793,0.4659,0.5058,4.1162,-2.8175,3.8722,1,1,1,1,that
49,114,ne,Serbian,PART,21,no,0.4146,0.7905,-2.9829,0.5224,0.4275,0.5212,-0.6559,-0.6157,2.6774,5,4,3,2,not
207,554,on,Serbian,PRON,22,no,-0.5301,0.4949,-3.1292,0.4787,0.4204,0.5149,0.2734,-0.3974,2.9474,5,4,3,2,he
