,id_palabra,palabra,language,POS,ranking,lemmatized,pc1,pc2,pc3,rgb1,rgb2,rgb3,pc1is,pc2is,pc3is,nc5,nc4,nc3,nc2,trans
3,7,و,Persian,CCONJ,1,no,-9.4071,17.991,7.3379,0.1297,0.9939,1.0,-1.9212,-19.7507,11.4706,3,3,3,2,And
17,41,به,Persian,ADP,2,no,-9.278,12.0818,5.5379,0.1355,0.7801,0.9073,-3.8585,-14.219,7.8568,3,3,3,2,To
10,28,را,Persian,ADP,4,no,-8.3774,6.9792,3.7973,0.1756,0.5954,0.8177,-4.8828,-9.2648,5.0085,4,4,3,2,particle for direct object
31,63,از,Persian,ADP,5,no,-9.2835,10.4181,5.1795,0.1352,0.7199,0.8889,-4.5322,-12.789,7.0063,3,3,3,2,From
23,50,با,Persian,ADP,8,no,-7.6258,4.5991,3.3213,0.2091,0.5093,0.7932,-5.1124,-6.818,3.9267,4,4,3,2,With
58,137,است,Persian,AUX,9,no,-4.371,5.2653,1.8211,0.3542,0.5334,0.716,-1.8667,-6.2675,2.3627,4,4,3,2,Is
35,78,برای,Persian,ADP,10,no,-6.8235,2.7804,1.6216,0.2449,0.4435,0.7057,-5.0618,-5.0359,1.7476,4,4,3,2,To
38,87,کرد,Persian,VERB,11,no,-9.2517,18.16,7.1698,0.1367,1.0,0.9913,-1.5688,-19.6561,11.3297,3,3,3,2,did
33,65,خود,Persian,PRON,12,no,-3.4186,6.0009,2.3786,0.3966,0.56,0.7447,-0.7726,-6.544,3.2078,4,4,3,2,self
34,75,یک,Persian,NUM,14,no,-5.4261,2.7681,-0.024,0.3072,0.4431,0.621,-3.7408,-4.543,0.4304,4,4,3,2,One
84,195,بر,Persian,ADP,17,no,-5.7056,-0.2744,1.1614,0.2947,0.333,0.682,-5.206,-1.8519,0.722,1,1,1,1,On
128,324,ش,Persian,PRON,18,no,-5.2013,1.3216,0.9134,0.3172,0.3907,0.6693,-4.1571,-3.1308,0.7288,4,4,3,2,Sh
105,255,کرده,Persian,VERB,20,no,-6.4444,12.278,4.7191,0.2618,0.7872,0.8652,-1.1699,-13.3224,6.931,3,3,3,2,done
221,612,هر,Persian,DET,23,no,-6.3846,-0.3053,0.6479,0.2644,0.3319,0.6556,-5.9013,-2.2436,0.1628,1,1,1,1,every
443,1597,من,Persian,PRON,24,no,-0.752,3.4837,1.0344,0.5155,0.469,0.6755,0.7428,-3.3226,1.0326,4,4,3,2,I
329,1012,ما,Persian,PRON,25,no,-0.6302,3.3618,1.4599,0.5209,0.4645,0.6974,0.7596,-3.1406,1.5155,4,4,3,2,We
42,100,آن,Persian,DET,26,no,-7.2236,-1.2503,1.3977,0.227,0.2977,0.6942,-7.0449,-1.6296,0.886,1,1,1,1,it
27,54,آن,Persian,DET,26,no,-2.142,5.7535,2.0527,0.4535,0.5511,0.7279,0.3505,-5.8386,2.5509,4,4,3,2,it
98,226,این,Persian,PRON,27,no,-2.4826,6.7879,2.2623,0.4383,0.5885,0.7387,0.4827,-6.7867,3.2251,4,4,3,2,this
1,3,این,Persian,PRON,27,no,-8.1408,4.1922,2.3694,0.1862,0.4946,0.7442,-5.7568,-6.8017,2.9176,4,4,3,2,this
