,id_palabra,palabra,language,POS,ranking,lemmatized,pc1,pc2,pc3,rgb1,rgb2,rgb3,pc1is,pc2is,pc3is,nc5,nc4,nc3,nc2,trans
36,50,et,Old_French,CCONJ,1,no,-6.9761,14.2731,-16.0069,0.2093,1.0,0.0,0.6916,-19.4478,13.7495,2,2,1,1,no trans
40,54,il,Old_French,PRON,2,no,-4.9223,7.1896,-8.8184,0.2958,0.7344,0.2428,1.5609,-10.1779,7.4678,2,2,1,1,no trans
25,34,de,Old_French,ADP,3,no,-1.4868,10.4862,-7.8239,0.4404,0.858,0.2764,-2.2994,-12.2169,5.5763,2,2,1,1,no trans
17,22,si,Old_French,ADV,4,no,-2.7174,6.031,-6.4186,0.3886,0.691,0.3239,0.1154,-7.8434,4.8733,2,2,1,1,no trans
5,8,qui,Old_French,PRON,8,no,-4.2322,3.8025,-6.4469,0.3248,0.6075,0.3229,2.2279,-6.2708,5.6499,2,2,1,1,no trans
98,153,vos,Old_French,PRON,10,no,-3.687,3.0373,-3.1831,0.3478,0.5788,0.4331,2.3058,-4.595,2.5107,2,2,1,1,no trans
62,93,ce,Old_French,PRON,14,no,-5.6197,7.3872,-8.828,0.2664,0.7419,0.2425,2.1774,-10.6046,7.6092,2,2,1,1,no trans
22,28,li,Old_French,PRON,15,no,-2.1985,3.5853,-2.2106,0.4105,0.5993,0.466,0.8738,-4.4275,1.1031,2,2,1,1,no trans
64,95,li,Old_French,PRON,15,no,2.7888,2.5345,-0.7216,0.6205,0.5599,0.5163,-3.2912,-1.7523,-0.3577,3,3,2,2,no trans
102,162,je,Old_French,PRON,18,no,-2.9543,-0.0774,-0.3741,0.3786,0.462,0.528,2.8172,-0.8134,0.3878,1,1,1,1,no trans
12,17,quant,Old_French,SCONJ,19,no,-1.5106,-0.6399,-4.2786,0.4394,0.4409,0.3961,1.0932,-0.8378,3.9404,2,2,1,1,no trans
3,6,le,Old_French,PRON,20,no,3.4145,4.1938,-1.2384,0.6468,0.6221,0.4988,-4.3602,-3.1686,-0.1402,3,3,2,2,no trans
14,19,le,Old_French,PRON,20,no,-3.5017,-0.3166,-2.44,0.3556,0.453,0.4582,3.0296,-1.2483,2.3154,1,1,1,1,no trans
33,42,ne,Old_French,CCONJ,21,no,-0.5216,2.5849,-4.668,0.4811,0.5618,0.383,-0.7659,-3.6466,3.7283,2,2,1,1,no trans
75,114,ne,Old_French,CCONJ,21,no,-0.8114,2.5977,-4.6147,0.4689,0.5623,0.3848,-0.4221,-3.7206,3.7714,2,2,1,1,no trans
