,id_palabra,palabra,language,POS,ranking,lemmatized,pc1,pc2,pc3,rgb1,rgb2,rgb3,pc1is,pc2is,pc3is,nc5,nc4,nc3,nc2,trans
8,17,un,Latvian,CCONJ,1,no,9.3984,-16.1625,15.0351,1.0,0.0,1.0,2.6379,-19.8517,14.4077,1,1,1,1,and
15,39,ar,Latvian,ADP,3,no,-0.005,-6.3573,2.5649,0.5357,0.316,0.4625,-1.6109,-6.3908,1.5158,1,1,1,1,With
16,41,uz,Latvian,ADP,4,no,0.3774,-6.9028,2.3572,0.5546,0.2984,0.4535,-1.421,-6.8941,1.2678,1,1,1,1,to
47,146,ka,Latvian,SCONJ,5,no,3.7356,-3.011,4.7327,0.7204,0.4238,0.5559,1.86,-4.5127,4.597,2,2,1,1,how to
258,799,es,Latvian,PRON,6,no,1.699,-3.0105,2.517,0.6198,0.4238,0.4604,0.372,-3.6585,1.8719,5,4,3,2,me
21,60,no,Latvian,ADP,7,no,0.7775,-7.0204,1.4693,0.5743,0.2946,0.4152,-0.8779,-6.9817,0.4369,1,1,1,1,from
34,103,par,Latvian,ADP,8,no,-0.3078,-4.6012,2.4412,0.5207,0.3725,0.4571,-1.6184,-4.7415,1.5678,5,4,3,2,about
192,582,kas,Latvian,PRON,9,no,5.8595,-6.819,6.0733,0.8253,0.3011,0.6137,2.9265,-8.8261,5.7016,1,1,1,1,what
0,6,viņa,Latvian,PRON,10,no,7.2583,-7.7542,8.1019,0.8943,0.2709,0.7011,3.6918,-10.3979,7.947,1,1,1,1,her
25,73,bet,Latvian,CCONJ,11,no,5.4154,-4.5241,5.6251,0.8033,0.375,0.5944,3.0406,-6.5822,5.4812,2,2,1,1,but
182,558,viņš,Latvian,PRON,13,no,4.118,-1.2343,3.0254,0.7393,0.481,0.4823,2.9652,-2.6898,3.2154,2,2,1,1,he
57,180,tas,Latvian,PRON,15,no,6.3462,-4.0838,5.2077,0.8493,0.3892,0.5764,4.0838,-6.3192,5.3756,2,2,1,1,that
138,434,pie,Latvian,ADP,17,no,0.4583,-5.1252,0.0834,0.5586,0.3557,0.3555,-0.5337,-4.869,-0.8054,5,4,3,2,at
107,340,ja,Latvian,SCONJ,20,no,4.0062,0.5399,0.7461,0.7338,0.5382,0.3841,3.7561,-0.5891,1.32,2,2,1,1,Yes
272,847,man,Latvian,PRON,22,no,5.0778,-3.1852,1.8005,0.7867,0.4182,0.4295,3.6455,-4.6333,1.8964,2,2,1,1,to me
31,90,pēc,Latvian,ADP,23,no,2.3256,-1.2759,-1.6987,0.6508,0.4797,0.2787,2.2841,-1.5253,-1.4108,2,2,1,1,after
122,373,ir,Latvian,VERB,24,no,8.4416,-14.4685,11.8449,0.9528,0.0546,0.8625,2.6661,-17.611,11.1162,1,1,1,1,is the
5,13,ir,Latvian,VERB,24,no,2.7606,-4.1727,3.7612,0.6723,0.3864,0.514,0.8425,-5.2225,3.2608,2,2,1,1,is the
388,1347,tu,Latvian,PRON,25,no,2.3892,-0.8772,2.7634,0.6539,0.4925,0.471,1.5208,-1.7451,2.5852,2,2,1,1,you
58,181,ko,Latvian,PRON,26,no,1.7534,-2.5481,2.8297,0.6225,0.4387,0.4739,0.5787,-3.3366,2.3686,5,4,3,2,what
80,248,tikai,Latvian,PART,28,no,0.6465,-2.5637,1.7898,0.5679,0.4382,0.4291,-0.2628,-2.8392,1.2043,5,4,3,2,only
157,491,viņu,Latvian,PRON,29,no,2.6142,-1.317,-0.2124,0.665,0.4784,0.3428,2.262,-1.9721,-0.1497,2,2,1,1,him
69,211,kad,Latvian,ADV,30,no,3.0886,0.2131,1.6959,0.6884,0.5277,0.425,2.5932,-0.8163,2.0627,2,2,1,1,when
