,id_palabra,palabra,language,POS,ranking,lemmatized,pc1,pc2,pc3,rgb1,rgb2,rgb3,pc1is,pc2is,pc3is,nc5,nc4,nc3,nc2,trans
6,12,i,Naija,PRON,1,no,4.7849,-8.398,4.0762,0.746,0.1773,0.7517,0.3335,-9.5283,4.8299,2,2,2,2,no trans
35,48,di,Naija,DET,3,no,9.0568,-3.7806,1.9004,0.9105,0.3525,0.668,-4.5531,-9.3864,0.7007,2,2,2,2,no trans
29,39,na,Naija,AUX,4,no,5.2177,-8.1303,4.1577,0.7627,0.1874,0.7548,0.0603,-9.7076,5.1655,2,2,2,2,no trans
200,302,con,Naija,AUX,6,no,2.935,-6.0736,3.191,0.6748,0.2655,0.7177,0.5404,-6.3833,3.502,2,2,2,2,no trans
3,8,you,Naija,PRON,7,no,3.3797,-6.988,3.5654,0.6919,0.2308,0.7321,0.746,-7.4464,4.2194,2,2,2,2,no trans
14,20,sey,Naija,SCONJ,8,no,4.2212,-7.9376,4.0768,0.7243,0.1948,0.7517,0.5012,-8.7648,4.7556,2,2,2,2,no trans
62,88,e,Naija,PRON,10,no,3.5185,-5.6424,2.3034,0.6973,0.2818,0.6835,0.2102,-6.4177,2.3991,2,2,2,2,no trans
38,51,me,Naija,PRON,11,no,3.9526,-7.8762,3.5598,0.714,0.1971,0.7318,0.9232,-8.6279,4.5525,2,2,2,2,no trans
40,55,am,Naija,PRON,12,no,2.8968,-4.6659,1.997,0.6733,0.3189,0.6718,0.1405,-5.2698,1.9557,2,2,2,2,no trans
104,154,go,Naija,VERB,14,no,8.6141,-13.071,6.0804,0.8935,0.0,0.8287,-0.1835,-16.4609,8.0151,2,2,2,2,no trans
42,58,go,Naija,VERB,14,no,4.4208,-7.5827,4.4146,0.732,0.2082,0.7647,0.0598,-8.6936,5.1406,2,2,2,2,no trans
10,16,we,Naija,PRON,15,no,2.6301,-5.3335,2.5219,0.663,0.2935,0.6919,0.5757,-5.6071,2.6788,2,2,2,2,no trans
17,26,my,Naija,PRON,17,no,7.5576,-0.1803,1.2907,0.8528,0.489,0.6446,-5.3775,-5.2596,-0.586,1,1,1,1,no trans
56,78,wey,Naija,SCONJ,18,no,1.5557,-5.1368,3.1435,0.6217,0.301,0.7158,1.0063,-4.7473,3.4565,2,2,2,2,no trans
33,45,de,Naija,PRON,19,no,0.0985,-4.4205,2.8621,0.5656,0.3282,0.705,1.6866,-3.224,3.2278,5,4,3,2,no trans
164,242,im,Naija,PRON,20,no,1.759,-5.0853,2.6466,0.6295,0.303,0.6967,1.125,-4.8873,3.0781,2,2,2,2,no trans
77,110,do,Naija,VERB,22,no,6.2008,-10.4794,4.6817,0.8006,0.0983,0.775,0.5096,-12.679,6.1226,2,2,2,2,no trans
99,143,to,Naija,ADP,23,no,3.1957,-4.9441,1.2151,0.6848,0.3083,0.6417,0.4444,-5.7052,1.3277,2,2,2,2,no trans
19,28,o,Naija,PART,24,no,1.7947,-4.117,2.0919,0.6309,0.3397,0.6754,0.6063,-4.1387,2.183,5,4,3,2,no trans
34,46,dey,Naija,VERB,25,no,3.5582,-7.8635,4.5305,0.6988,0.1976,0.7692,0.7604,-8.3911,5.5108,2,2,2,2,no trans
4,9,dey,Naija,VERB,25,no,8.7383,-12.3727,5.1765,0.8983,0.0265,0.794,-0.2369,-15.8963,6.999,2,2,2,2,no trans
132,191,if,Naija,SCONJ,26,no,2.3657,-5.0674,0.8783,0.6529,0.3036,0.6288,1.2453,-5.228,1.1688,2,2,2,2,no trans
86,120,say,Naija,VERB,27,no,3.1452,-7.5001,4.2581,0.6829,0.2113,0.7587,1.0283,-7.869,5.3533,2,2,2,2,no trans
5,10,now,Naija,ADV,29,no,2.7877,-4.6992,2.2587,0.6691,0.3176,0.6818,0.1645,-5.2573,2.3423,2,2,2,2,no trans
122,179,don,Naija,AUX,30,no,2.3354,-4.0603,1.5588,0.6517,0.3418,0.6549,0.2509,-4.4185,1.5219,5,4,3,2,no trans
21,30,get,Naija,VERB,31,no,6.8523,-9.3105,3.6747,0.8256,0.1427,0.7363,-0.2256,-12.0068,4.2827,2,2,2,2,no trans
39,54,just,Naija,ADV,32,no,0.6775,-4.3547,2.2357,0.5879,0.3307,0.6809,1.4172,-3.5138,2.4997,5,4,3,2,no trans
123,180,dem,Naija,PRON,34,no,-0.0122,-3.637,1.7262,0.5613,0.3579,0.6614,1.7045,-2.5791,2.1284,5,4,3,2,no trans
76,109,and,Naija,CCONJ,35,no,3.5297,-4.9351,1.0038,0.6977,0.3087,0.6336,0.2727,-5.9093,1.1249,2,2,2,2,no trans
96,139,as,Naija,ADP,36,no,1.3485,-3.8243,1.6308,0.6137,0.3508,0.6577,0.8576,-3.569,1.7668,5,4,3,2,no trans
81,115,tell,Naija,VERB,37,no,2.9975,-6.7072,3.6435,0.6772,0.2414,0.7351,0.8533,-7.007,4.2337,2,2,2,2,no trans
170,261,of,Naija,ADP,39,no,7.3726,2.8434,2.428,0.8457,0.6038,0.6883,-7.4927,-2.7902,-0.4999,1,1,1,1,no trans
117,173,wan,Naija,VERB,41,no,3.2396,-7.8425,3.3867,0.6865,0.1984,0.7252,1.444,-8.1452,4.4088,2,2,2,2,no trans
124,182,even,Naija,ADV,42,no,0.0981,-3.855,0.4588,0.5655,0.3496,0.6126,2.2134,-2.7903,0.9359,5,4,3,2,no trans
292,477,talk,Naija,VERB,43,no,2.581,-6.0398,3.0882,0.6612,0.2668,0.7137,0.9542,-6.1716,3.5169,2,2,2,2,no trans
71,101,know,Naija,VERB,44,no,2.4212,-6.1564,2.2783,0.655,0.2623,0.6826,1.3858,-6.1654,2.7949,2,2,2,2,no trans
41,57,but,Naija,CCONJ,45,no,-0.3812,-4.1442,1.6898,0.5471,0.3387,0.66,2.2732,-2.623,2.0804,5,4,3,2,no trans
27,36,wetin,Naija,PRON,47,no,-1.5336,-3.3577,2.5902,0.5027,0.3685,0.6946,2.3973,-1.3879,3.0349,5,4,3,2,no trans
57,79,see,Naija,VERB,49,no,2.7968,-6.6536,3.22,0.6695,0.2435,0.7188,1.1668,-6.8451,3.9116,2,2,2,2,no trans
125,183,money,Naija,NOUN,51,no,0.8289,-4.5482,-1.2109,0.5937,0.3233,0.5484,2.7154,-3.8668,-0.5747,5,4,3,2,no trans
197,297,school,Naija,NOUN,52,no,0.0142,-3.8803,-1.1717,0.5623,0.3487,0.5499,2.8874,-3.2916,-0.8969,4,4,3,2,no trans
121,178,because,Naija,SCONJ,53,no,-1.0408,-2.8518,1.8226,0.5217,0.3877,0.6651,1.9686,-1.2582,2.1609,5,4,3,2,no trans
80,114,fit,Naija,AUX,54,no,-0.9007,-3.8353,1.661,0.5271,0.3504,0.6588,2.4082,-2.0659,2.0883,5,4,3,2,no trans
53,74,give,Naija,VERB,55,no,5.3335,-7.5636,2.6181,0.7672,0.2089,0.6956,0.1149,-9.5532,2.6549,2,2,2,2,no trans
16,23,well,Naija,ADV,57,no,-0.2399,-2.5084,-3.6811,0.5525,0.4007,0.4535,2.8135,-1.6173,-2.701,4,4,3,2,no trans
195,294,carry,Naija,VERB,58,no,2.426,-7.0056,3.1825,0.6552,0.2301,0.7173,1.6517,-6.9563,4.1506,2,2,2,2,no trans
46,65,in,Naija,ADP,59,no,4.9276,-0.7797,-1.7112,0.7515,0.4663,0.5292,-2.3482,-3.7947,-2.7085,4,4,3,2,no trans
286,466,man,Naija,NOUN,60,no,0.9512,-3.9327,-0.4608,0.5984,0.3467,0.5773,2.0428,-3.392,-0.1595,5,4,3,2,no trans
92,132,put,Naija,VERB,61,no,3.7533,-5.9716,1.8095,0.7063,0.2693,0.6646,0.5818,-6.9083,2.1503,2,2,2,2,no trans
12,18,god,Naija,PROPN,63,no,-0.4389,-2.2576,0.1163,0.5449,0.4102,0.5995,1.7814,-1.2752,0.4889,5,4,3,2,no trans
31,43,people,Naija,NOUN,64,no,3.2345,-4.1004,0.349,0.6863,0.3403,0.6084,0.3036,-5.1209,0.3504,2,2,2,2,no trans
251,389,naim,Naija,ADV,65,no,-2.4863,-1.5825,1.441,0.466,0.4359,0.6504,2.0071,0.6135,1.7129,5,4,3,2,no trans
85,119,small,Naija,ADJ,66,no,1.6622,-0.7502,0.8236,0.6258,0.4674,0.6267,-1.0844,-1.4454,0.3048,4,4,3,2,no trans
205,313,she,Naija,PRON,67,no,-2.6207,-3.7603,0.3726,0.4608,0.3532,0.6093,4.1329,-0.9526,1.1698,5,4,3,2,no trans
61,86,us,Naija,PRON,68,no,0.8851,-0.8917,0.5238,0.5958,0.4621,0.6151,-0.2212,-1.1236,0.0875,4,4,3,2,no trans
2,7,how,Naija,ADV,69,no,-0.4107,-3.758,0.442,0.5459,0.3533,0.612,2.5935,-2.3136,0.9203,5,4,3,2,no trans
90,128,when,Naija,ADV,70,no,1.4661,-4.4767,0.7216,0.6182,0.3261,0.6227,1.5372,-4.1287,1.0211,5,4,3,2,no trans
226,340,time,Naija,NOUN,71,no,0.8388,-4.1501,0.4509,0.5941,0.3384,0.6123,2.0614,-3.591,1.0709,5,4,3,2,no trans
147,213,buy,Naija,VERB,73,no,3.58,-6.0134,0.9747,0.6996,0.2678,0.6325,1.0174,-6.797,1.2357,2,2,2,2,no trans
155,231,house,Naija,NOUN,76,no,-0.6246,-2.158,-1.2988,0.5377,0.414,0.5451,2.2262,-1.1629,-0.2821,5,4,3,2,no trans
